"Year","Month","Nationality","State","Students","Share","Growth"
"2021","Sep","Germany","QLD","391","0","-58"
"2021","Sep","Denmark","SA","4","0","-88"
"2021","Sep","Liberia","NSW","4","0","0"
"2021","Sep","Chile","TAS","24","0","-8"
"2021","Sep","Iran","TAS","44","0","-21"
"2021","Sep","North Macedonia","SA","4","0","0"
"2021","Sep","United Arab Emirates","QLD","49","0","-8"
"2021","Sep","Kyrgyzstan","TAS","4","0","0"
"2021","Sep","Somalia","SA","4","0","100"
"2021","Sep","Korea, Republic of (South)","NSW","6470","3","-22"
"2021","Sep","Ethiopia","VIC","33","0","-25"
"2021","Sep","France","ACT","24","0","-52"
"2021","Sep","Egypt","WA","31","0","3"
"2021","Sep","Poland","VIC","83","0","-42"
"2021","Sep","Kyrgyzstan","SA","4","0","0"
"2021","Sep","Bangladesh","NSW","3167","1","-14"
"2021","Sep","Chile","SA","65","0","20"
"2021","Sep","India","NT","641","17","2"
"2021","Sep","Cyprus","VIC","13","0","-32"
"2021","Sep","Germany","WA","165","1","-29"
"2021","Sep","Israel","SA","4","0","-33"
"2021","Sep","Mozambique","NSW","18","0","6"
"2021","Sep","Vanuatu","QLD","4","0","0"
"2021","Sep","Bangladesh","WA","273","1","-5"
"2021","Sep","Nigeria","NSW","715","0","-9"
"2021","Sep","Germany","NT","11","0","-31"
"2021","Sep","Chile","QLD","547","1","-28"
"2021","Sep","Israel","QLD","26","0","8"
"2021","Sep","Burundi","WA","4","0","-33"
"2021","Sep","Dominican Republic","QLD","4","0","0"
"2021","Sep","Afghanistan","ACT","4","0","100"
"2021","Sep","Malta","WA","4","0","0"
"2021","Sep","Romania","VIC","32","0","-26"
"2021","Sep","Iran","ACT","76","1","0"
"2021","Sep","Germany","VIC","383","0","-43"
"2021","Sep","United Arab Emirates","SA","33","0","-11"
"2021","Sep","Colombia","NSW","4818","2","-21"
"2021","Sep","Israel","VIC","61","0","-27"
"2021","Sep","North Macedonia","TAS","4","0","0"
"2021","Sep","Israel","NT","4","0","0"
"2021","Sep","Philippines","SA","679","2","-19"
"2021","Sep","Serbia","VIC","29","0","-37"
"2021","Sep","Ukraine","QLD","17","0","-15"
"2021","Sep","Uruguay","VIC","17","0","-43"
"2021","Sep","Guinea","QLD","4","0","0"
"2021","Sep","Bosnia and Herzegovina","NSW","13","0","18"
"2021","Sep","Czech Republic","WA","33","0","-44"
"2021","Sep","Honduras","WA","4","0","-50"
"2021","Sep","Ireland","WA","65","0","-24"
"2021","Sep","Iran","QLD","229","0","-20"
"2021","Sep","Cyprus","NSW","5","0","-64"
"2021","Sep","United Kingdom","WA","400","1","-20"
"2021","Sep","Ukraine","TAS","4","0","-20"
"2021","Sep","United Kingdom","VIC","1085","1","-32"
"2021","Sep","Jamaica","WA","4","0","0"
"2021","Sep","India","SA","8753","27","-1"
"2021","Sep","Brunei Darussalam","VIC","90","0","-17"
"2021","Sep","Papua New Guinea","SA","20","0","-5"
"2021","Sep","Tuvalu","NSW","5","0","0"
"2021","Sep","Ethiopia","QLD","19","0","-27"
"2021","Sep","Ecuador","NSW","105","0","-26"
"2021","Sep","Philippines","TAS","138","1","-12"
"2021","Sep","Gaza Strip and West Bank","QLD","4","0","100"
"2021","Sep","South Africa","TAS","14","0","17"
"2021","Sep","Uganda","ACT","4","0","-20"
"2021","Sep","Bahrain","QLD","5","0","-29"
"2021","Sep","Kyrgyzstan","QLD","4","0","100"
"2021","Sep","Colombia","WA","826","3","-15"
"2021","Sep","Ireland","NSW","536","0","-12"
"2021","Sep","Sudan","NT","4","0","0"
"2021","Sep","Swaziland","WA","4","0","0"
"2021","Sep","Cambodia","TAS","30","0","20"
"2021","Sep","Bhutan","SA","61","0","-3"
"2021","Sep","El Salvador","NT","4","0","0"
"2021","Sep","Indonesia","ACT","250","2","-5"
"2021","Sep","Solomon Islands","NSW","28","0","-10"
"2021","Sep","Nigeria","VIC","311","0","-13"
"2021","Sep","Mongolia","NSW","1913","1","-17"
"2021","Sep","Portugal","VIC","139","0","-20"
"2021","Sep","Italy","WA","318","1","-28"
"2021","Sep","Indonesia","TAS","139","1","-4"
"2021","Sep","Belize","ACT","4","0","0"
"2021","Sep","Greece","QLD","7","0","-56"
"2021","Sep","South Africa","WA","146","0","-19"
"2021","Sep","Brunei Darussalam","TAS","4","0","-50"
"2021","Sep","Pakistan","QLD","669","1","-10"
"2021","Sep","Cuba","NSW","4","0","-50"
"2021","Sep","Croatia","WA","4","0","0"
"2021","Sep","East Timor","NSW","4","0","0"
"2021","Sep","Bhutan","NT","4","0","100"
"2021","Sep","Malaysia","QLD","1477","2","-18"
"2021","Sep","Sri Lanka","NT","130","3","-1"
"2021","Sep","Brunei Darussalam","ACT","4","0","-56"
"2021","Sep","Algeria","WA","4","0","50"
"2021","Sep","Botswana","QLD","28","0","-10"
"2021","Sep","Korea, Republic of (South)","TAS","117","1","-30"
"2021","Sep","Sudan","ACT","4","0","50"
"2021","Sep","Hong Kong","NSW","3570","2","-6"
"2021","Sep","Qatar","VIC","11","0","-48"
"2021","Sep","Liberia","WA","4","0","0"
"2021","Sep","Finland","SA","4","0","-63"
"2021","Sep","Uruguay","QLD","28","0","-24"
"2021","Sep","Cameroon","ACT","4","0","-50"
"2021","Sep","Croatia","VIC","20","0","-20"
"2021","Sep","Botswana","ACT","4","0","0"
"2021","Sep","El Salvador","VIC","14","0","0"
"2021","Sep","Malawi","NSW","7","0","-46"
"2021","Sep","Burundi","NSW","4","0","0"
"2021","Sep","Madagascar","QLD","5","0","150"
"2021","Sep","Lithuania","TAS","6","0","0"
"2021","Sep","Estonia","TAS","4","0","100"
"2021","Sep","Jordan","NSW","217","0","-16"
"2021","Sep","Rwanda","SA","4","0","0"
"2021","Sep","Georgia","ACT","4","0","0"
"2021","Sep","Uruguay","NSW","53","0","-35"
"2021","Sep","El Salvador","SA","4","0","0"
"2021","Sep","Netherlands","TAS","9","0","-25"
"2021","Sep","St Lucia","TAS","4","0","0"
"2021","Sep","Nepal","QLD","3717","5","-17"
"2021","Sep","Fiji","NSW","295","0","-17"
"2021","Sep","Spain","QLD","680","1","-59"
"2021","Sep","Other","SA","4","0","-25"
"2021","Sep","Macau","SA","41","0","-13"
"2021","Sep","Zambia","TAS","4","0","0"
"2021","Sep","Moldova","QLD","4","0","0"
"2021","Sep","Bosnia and Herzegovina","NT","4","0","0"
"2021","Sep","Bahrain","WA","4","0","-50"
"2021","Sep","Italy","TAS","27","0","-25"
"2021","Sep","Tonga","ACT","5","0","0"
"2021","Sep","Papua New Guinea","VIC","35","0","-27"
"2021","Sep","Belgium","NT","4","0","-50"
"2021","Sep","Canada","SA","124","0","-18"
"2021","Sep","Cote d'Ivoire","VIC","4","0","0"
"2021","Sep","Zimbabwe","QLD","185","0","-13"
"2021","Sep","Austria","QLD","27","0","-63"
"2021","Sep","Suriname","QLD","4","0","0"
"2021","Sep","Algeria","ACT","4","0","50"
"2021","Sep","United States of America","QLD","1057","1","-54"
"2021","Sep","Argentina","QLD","259","0","1"
"2021","Sep","Belarus","VIC","4","0","0"
"2021","Sep","Saudi Arabia","SA","309","1","-32"
"2021","Sep","Namibia","QLD","4","0","-33"
"2021","Sep","Mongolia","SA","26","0","8"
"2021","Sep","French Polynesia","QLD","4","0","0"
"2021","Sep","South Africa","NT","5","0","-17"
"2021","Sep","United Arab Emirates","WA","8","0","-50"
"2021","Sep","Nigeria","ACT","59","0","0"
"2021","Sep","Jamaica","NSW","5","0","-29"
"2021","Sep","Poland","SA","35","0","-8"
"2021","Sep","Uzbekistan","VIC","27","0","-23"
"2021","Sep","Latvia","QLD","21","0","-16"
"2021","Sep","Ethiopia","TAS","7","0","-30"
"2021","Sep","United Kingdom (Other)","VIC","4","0","0"
"2021","Sep","Angola","TAS","4","0","0"
"2021","Sep","Italy","ACT","34","0","-21"
"2021","Sep","Cambodia","ACT","60","0","-9"
"2021","Sep","Ecuador","WA","10","0","-57"
"2021","Sep","Malawi","QLD","5","0","-17"
"2021","Sep","Samoa ","NSW","5","0","25"
"2021","Sep","Nepal","ACT","1454","10","43"
"2021","Sep","United Arab Emirates","VIC","98","0","-18"
"2021","Sep","Syria","NSW","12","0","50"
"2021","Sep","Uzbekistan","WA","4","0","0"
"2021","Sep","Russian Federation","SA","22","0","-12"
"2021","Sep","Zambia","WA","131","0","-20"
"2021","Sep","Cameroon","QLD","5","0","0"
"2021","Sep","Slovenia","SA","4","0","50"
"2021","Sep","Russian Federation","VIC","170","0","-22"
"2021","Sep","Venezuela","SA","14","0","-26"
"2021","Sep","Austria","NSW","44","0","-53"
"2021","Sep","Senegal","VIC","4","0","0"
"2021","Sep","Maldives","NSW","25","0","0"
"2021","Sep","Other","NSW","7","0","-46"
"2021","Sep","Saudi Arabia","VIC","1664","1","-28"
"2021","Sep","Haiti","VIC","4","0","-50"
"2021","Sep","India","VIC","43442","24","-17"
"2021","Sep","Cyprus","SA","4","0","-67"
"2021","Sep","Finland","NSW","88","0","-40"
"2021","Sep","Sudan","TAS","4","0","0"
"2021","Sep","Canada","NT","4","0","0"
"2021","Sep","Cambodia","QLD","90","0","-7"
"2021","Sep","Morocco","TAS","4","0","33"
"2021","Sep","Tunisia","VIC","4","0","-33"
"2021","Sep","Belgium","SA","10","0","-38"
"2021","Sep","Vietnam","QLD","1795","2","-14"
"2021","Sep","Canada","VIC","602","0","-24"
"2021","Sep","Singapore","QLD","1034","1","-14"
"2021","Sep","Bulgaria","ACT","4","0","0"
"2021","Sep","Pakistan","VIC","4442","3","-14"
"2021","Sep","Malta","QLD","6","0","50"
"2021","Sep","Egypt","VIC","123","0","-8"
"2021","Sep","Jordan","ACT","10","0","11"
"2021","Sep","Zimbabwe","NSW","189","0","-8"
"2021","Sep","Egypt","NT","4","0","0"
"2021","Sep","Kuwait","VIC","163","0","-5"
"2021","Sep","Oman","WA","157","0","-13"
"2021","Sep","Turkey","WA","37","0","-14"
"2021","Sep","Algeria","NSW","7","0","-30"
"2021","Sep","Argentina","ACT","5","0","-38"
"2021","Sep","Lesotho","SA","4","0","100"
"2021","Sep","Bangladesh","TAS","248","2","-14"
"2021","Sep","Sri Lanka","SA","645","2","1"
"2021","Sep","Finland","QLD","55","0","-24"
"2021","Sep","Thailand","QLD","1133","1","-32"
"2021","Sep","Vanuatu","WA","4","0","0"
"2021","Sep","Burundi","QLD","6","0","100"
"2021","Sep","Vanuatu","NSW","8","0","-11"
"2021","Sep","Ireland","TAS","4","0","-20"
"2021","Sep","Bangladesh","ACT","216","1","6"
"2021","Sep","Brazil","WA","848","3","-27"
"2021","Sep","Ghana","SA","39","0","-7"
"2021","Sep","Colombia","TAS","135","1","7"
"2021","Sep","Lebanon","QLD","19","0","6"
"2021","Sep","Tajikistan","NSW","4","0","200"
"2021","Sep","Afghanistan","VIC","14","0","0"
"2021","Sep","Korea, Republic of (South)","ACT","244","2","-12"
"2021","Sep","Brazil","VIC","1513","1","-39"
"2021","Sep","Ireland","QLD","76","0","-28"
"2021","Sep","Georgia","NSW","4","0","-60"
"2021","Sep","Seychelles","SA","4","0","0"
"2021","Sep","Philippines","NSW","5423","3","-16"
"2021","Sep","Tuvalu","SA","4","0","0"
"2021","Sep","Vietnam","NSW","6788","3","-15"
"2021","Sep","United Kingdom","ACT","35","0","-62"
"2021","Sep","Italy","NT","19","1","-37"
"2021","Sep","Ireland","ACT","4","0","-73"
"2021","Sep","Jamaica","QLD","5","0","-38"
"2021","Sep","Jamaica","TAS","4","0","0"
"2021","Sep","Denmark","WA","6","0","-71"
"2021","Sep","Samoa ","QLD","4","0","0"
"2021","Sep","Dominica","VIC","4","0","-50"
"2021","Sep","Costa Rica","QLD","14","0","-13"
"2021","Sep","Tunisia","WA","4","0","0"
"2021","Sep","Thailand","TAS","46","0","-10"
"2021","Sep","Tanzania","SA","11","0","-35"
"2021","Sep","Spain","VIC","274","0","-57"
"2021","Sep","Tanzania","NT","4","0","100"
"2021","Sep","Cameroon","NSW","7","0","-30"
"2021","Sep","Greece","ACT","4","0","0"
"2021","Sep","Suriname","VIC","4","0","0"
"2021","Sep","Nigeria","TAS","114","1","10"
"2021","Sep","Sweden","SA","4","0","-79"
"2021","Sep","Kuwait","SA","28","0","47"
"2021","Sep","Singapore","NSW","1166","1","-19"
"2021","Sep","Egypt","SA","31","0","3"
"2021","Sep","Syria","QLD","4","0","33"
"2021","Sep","Colombia","ACT","68","0","-14"
"2021","Sep","Chile","NSW","1208","1","-26"
"2021","Sep","Gaza Strip and West Bank","NSW","12","0","-8"
"2021","Sep","Italy","VIC","969","1","-33"
"2021","Sep","Vanuatu","VIC","4","0","0"
"2021","Sep","El Salvador","WA","4","0","0"
"2021","Sep","France","NSW","1100","1","-30"
"2021","Sep","Somalia","WA","4","0","0"
"2021","Sep","Barbados","NSW","4","0","-75"
"2021","Sep","Solomon Islands","TAS","4","0","0"
"2021","Sep","Zambia","VIC","24","0","-14"
"2021","Sep","Myanmar","VIC","839","0","-32"
"2021","Sep","Papua New Guinea","NT","8","0","0"
"2021","Sep","Netherlands","ACT","4","0","-57"
"2021","Sep","Norway","WA","21","0","-67"
"2021","Sep","Cambodia","NSW","638","0","-10"
"2021","Sep","Germany","SA","65","0","-55"
"2021","Sep","Switzerland","NT","4","0","-50"
"2021","Sep","Switzerland","VIC","45","0","-54"
"2021","Sep","Croatia","TAS","4","0","0"
"2021","Sep","Solomon Islands","ACT","4","0","0"
"2021","Sep","Maldives","TAS","4","0","0"
"2021","Sep","Maldives","QLD","16","0","-11"
"2021","Sep","Mongolia","NT","4","0","0"
"2021","Sep","United States of America","SA","89","0","-36"
"2021","Sep","Hong Kong","QLD","2388","3","0"
"2021","Sep","Saudi Arabia","WA","323","1","-19"
"2021","Sep","St Kitts and Nevis","VIC","4","0","0"
"2021","Sep","Singapore","WA","1152","4","-12"
"2021","Sep","Madagascar","NSW","4","0","0"
"2021","Sep","Nicaragua","WA","4","0","-25"
"2021","Sep","Azerbaijan","SA","4","0","0"
"2021","Sep","United Kingdom","QLD","822","1","-21"
"2021","Sep","Fiji","ACT","17","0","-15"
"2021","Sep","United Kingdom","TAS","40","0","-22"
"2021","Sep","North Macedonia","WA","7","0","-36"
"2021","Sep","Brazil","NSW","7106","3","-31"
"2021","Sep","Singapore","VIC","1802","1","-19"
"2021","Sep","Romania","QLD","17","0","-29"
"2021","Sep","Nauru","NSW","4","0","-67"
"2021","Sep","Maldives","ACT","4","0","50"
"2021","Sep","Korea, Democratic People's Republic of (North)","NSW","4","0","-33"
"2021","Sep","Slovenia","VIC","12","0","-43"
"2021","Sep","Hong Kong","TAS","348","3","-15"
"2021","Sep","Ethiopia","ACT","8","0","33"
"2021","Sep","India","WA","6025","19","-10"
"2021","Sep","Malaysia","VIC","6869","4","-28"
"2021","Sep","Spain","NSW","676","0","-60"
"2021","Sep","Moldova","NSW","4","0","-50"
"2021","Sep","Romania","TAS","4","0","100"
"2021","Sep","Somalia","VIC","4","0","0"
"2021","Sep","Nepal","NSW","26983","13","-17"
"2021","Sep","Russian Federation","WA","36","0","-22"
"2021","Sep","Azerbaijan","VIC","12","0","-14"
"2021","Sep","Portugal","WA","23","0","-30"
"2021","Sep","Taiwan","WA","512","2","-24"
"2021","Sep","Russian Federation","NT","4","0","0"
"2021","Sep","Japan","TAS","42","0","-45"
"2021","Sep","Papua New Guinea","WA","15","0","-17"
"2021","Sep","Czech Republic","SA","5","0","-55"
"2021","Sep","Kazakhstan","SA","13","0","44"
"2021","Sep","Slovenia","WA","5","0","-29"
"2021","Sep","Botswana","NSW","33","0","0"
"2021","Sep","Peru","WA","62","0","11"
"2021","Sep","Solomon Islands","WA","6","0","-14"
"2021","Sep","Kenya","VIC","735","0","-8"
"2021","Sep","Swaziland","NSW","4","0","-75"
"2021","Sep","Barbados","QLD","4","0","-50"
"2021","Sep","Peru","TAS","5","0","-17"
"2021","Sep","Marshall Islands","ACT","4","0","0"
"2021","Sep","Nigeria","WA","123","0","-19"
"2021","Sep","China","QLD","21435","27","-8"
"2021","Sep","India","TAS","2308","20","4"
"2021","Sep","Slovakia","TAS","4","0","0"
"2021","Sep","Taiwan","SA","423","1","-14"
"2021","Sep","Guatemala","VIC","13","0","-24"
"2021","Sep","Trinidad and Tobago","NSW","5","0","-29"
"2021","Sep","China","NT","404","11","-1"
"2021","Sep","Botswana","SA","4","0","-50"
"2021","Sep","Kenya","QLD","203","0","-5"
"2021","Sep","Gaza Strip and West Bank","ACT","4","0","0"
"2021","Sep","Belarus","NSW","12","0","-14"
"2021","Sep","Brazil","SA","610","2","-17"
"2021","Sep","Tanzania","WA","24","0","-8"
"2021","Sep","Venezuela","ACT","4","0","-57"
"2021","Sep","Jordan","QLD","54","0","-35"
"2021","Sep","Guatemala","QLD","11","0","-21"
"2021","Sep","China","WA","4719","15","-19"
"2021","Sep","Macau","VIC","220","0","-13"
"2021","Sep","Honduras","NSW","9","0","29"
"2021","Sep","Mozambique","WA","4","0","0"
"2021","Sep","Guatemala","SA","4","0","-50"
"2021","Sep","Indonesia","NT","120","3","0"
"2021","Sep","United Kingdom","NSW","2001","1","-19"
"2021","Sep","Cambodia","NT","6","0","-50"
"2021","Sep","India","ACT","2207","15","25"
"2021","Sep","Mexico","TAS","10","0","-29"
"2021","Sep","Taiwan","TAS","182","2","-29"
"2021","Sep","Fiji","NT","5","0","-29"
"2021","Sep","Solomon Islands","VIC","17","0","13"
"2021","Sep","Fiji","WA","8","0","0"
"2021","Sep","China","VIC","52063","29","-15"
"2021","Sep","United States of America","WA","203","1","-60"
"2021","Sep","Macau","WA","28","0","-13"
"2021","Sep","Peru","ACT","12","0","-14"
"2021","Sep","Cambodia","SA","146","0","-6"
"2021","Sep","Taiwan","ACT","125","1","-13"
"2021","Sep","Japan","NSW","1644","1","-37"
"2021","Sep","Portugal","TAS","5","0","25"
"2021","Sep","Portugal","ACT","4","0","-67"
"2021","Sep","Finland","ACT","6","0","-45"
"2021","Sep","Nepal","TAS","1763","15","13"
"2021","Sep","Macau","QLD","148","0","-19"
"2021","Sep","Solomon Islands","NT","4","0","0"
"2021","Sep","Hungary","WA","12","0","0"
"2021","Sep","Oman","SA","118","0","-16"
"2021","Sep","Papua New Guinea","ACT","23","0","5"
"2021","Sep","Zambia","ACT","4","0","-33"
"2021","Sep","Kenya","NT","19","1","-14"
"2021","Sep","Solomon Islands","QLD","65","0","-16"
"2021","Sep","Oman","TAS","4","0","0"
"2021","Sep","Sudan","VIC","16","0","0"
"2021","Sep","Brazil","TAS","127","1","-41"
"2021","Sep","Latvia","NSW","17","0","-6"
"2021","Sep","Brazil","QLD","4511","6","-32"
"2021","Sep","Vanuatu","TAS","4","0","-50"
"2021","Sep","East Timor","VIC","22","0","-15"
"2021","Sep","Argentina","WA","78","0","26"
"2021","Sep","Cuba","VIC","4","0","0"
"2021","Sep","South Africa","VIC","153","0","-12"
"2021","Sep","Congo, Democratic Republic of","NSW","4","0","0"
"2021","Sep","Namibia","NSW","4","0","-33"
"2021","Sep","Jordan","WA","17","0","-29"
"2021","Sep","Sri Lanka","NSW","1031","0","-10"
"2021","Sep","United Arab Emirates","TAS","16","0","-30"
"2021","Sep","Vanuatu","ACT","4","0","-50"
"2021","Sep","Belgium","VIC","66","0","-29"
"2021","Sep","Greece","NSW","97","0","-31"
"2021","Sep","Seychelles","WA","10","0","-33"
"2021","Sep","Yemen","NSW","8","0","-38"
"2021","Sep","Mexico","NT","5","0","0"
"2021","Sep","Brazil","ACT","47","0","-23"
"2021","Sep","Kazakhstan","WA","16","0","14"
"2021","Sep","Peru","SA","45","0","7"
"2021","Sep","Jordan","VIC","63","0","-17"
"2021","Sep","Turkey","SA","31","0","29"
"2021","Sep","Kazakhstan","VIC","31","0","-14"
"2021","Sep","East Timor","ACT","4","0","0"
"2021","Sep","Azerbaijan","WA","4","0","0"
"2021","Sep","Panama","SA","4","0","100"
"2021","Sep","Papua New Guinea","TAS","4","0","0"
"2021","Sep","Oman","ACT","20","0","-20"
"2021","Sep","Zimbabwe","ACT","12","0","-20"
"2021","Sep","Denmark","ACT","4","0","-67"
"2021","Sep","Korea, Republic of (South)","VIC","2258","1","-31"
"2021","Sep","Fiji","QLD","140","0","-13"
"2021","Sep","Poland","NT","4","0","-40"
"2021","Sep","East Timor","QLD","9","0","-50"
"2021","Sep","Gambia","VIC","4","0","-33"
"2021","Sep","Hungary","NSW","57","0","-32"
"2021","Sep","Tanzania","NSW","33","0","-8"
"2021","Sep","Croatia","NSW","23","0","-34"
"2021","Sep","Malawi","VIC","20","0","-17"
"2021","Sep","South Africa","QLD","227","0","-9"
"2021","Sep","Turkey","TAS","5","0","0"
"2021","Sep","Fiji","VIC","239","0","-12"
"2021","Sep","Mexico","SA","39","0","5"
"2021","Sep","Kenya","SA","489","1","-23"
"2021","Sep","Korea, Republic of (South)","WA","553","2","-19"
"2021","Sep","Hong Kong","VIC","2718","2","-8"
"2021","Sep","Kiribati","VIC","4","0","-20"
"2021","Sep","Liberia","SA","4","0","-50"
"2021","Sep","Hong Kong","NT","44","1","-10"
"2021","Sep","Venezuela","NSW","79","0","-39"
"2021","Sep","Jamaica","SA","4","0","100"
"2021","Sep","Laos","VIC","69","0","-31"
"2021","Sep","Iceland","NSW","6","0","-33"
